Entry ID,Date,Year,State,Local Government Area,Cases,Deaths,CFR (%),Population,"Cases/100,000","Deaths/100,000"
NGA19-4-15-1,15 Apr,2019,Kano,,4,,,"200,963,599",0.0020,
NGA19-4-15-1,15 Apr,2019,Ebonyi,,2,,,"200,963,599",0.0010,
NGA19-4-16-1,16 Apr,2019,,,96,0,0.000,"200,963,599",0.0478,
NGA19-4-16-1,16 Apr,2019,Bayelsa,,95,,,"200,963,599",0.0473,
NGA19-4-16-1,16 Apr,2019,Ondo,,1,,,"200,963,599",0.0005,
NGA19-4-24-1,24 Apr,2019,,,85,0,0.000,"200,963,599",0.0423,
NGA19-4-24-1,24 Apr,2019,Bayelsa,,82,,,"200,963,599",0.0408,
NGA19-4-24-1,24 Apr,2019,Cross River,,1,,,"200,963,599",0.0005,
NGA19-4-24-1,24 Apr,2019,Kano,,2,,,"200,963,599",0.0010,
NGA19-4-29-1,29 Apr,2019,,,47,0,0.000,"200,963,599",0.0234,
NGA19-4-29-1,29 Apr,2019,Bayelsa,,41,,,"200,963,599",0.0204,
NGA19-4-29-1,29 Apr,2019,Kano,,6,,,"200,963,599",0.0030,
NGA19-5-6-1,6 May,2019,,,12,0,0.000,"200,963,599",0.0060,
NGA19-5-6-1,6 May,2019,Bayelsa,,8,,,"200,963,599",0.0040,
NGA19-5-6-1,6 May,2019,Ebonyi,,2,,,"200,963,599",0.0010,
NGA19-5-6-1,6 May,2019,Ondo,,2,,,"200,963,599",0.0010,
NGA19-5-13-1,13 May,2019,,,17,0,0.000,"200,963,599",0.0085,
NGA19-5-13-1,13 May,2019,Bayelsa,,4,,,"200,963,599",0.0020,
NGA19-5-13-1,13 May,2019,Adamawa,,5,,,"200,963,599",0.0025,
NGA19-5-13-1,13 May,2019,Kano,,8,,,"200,963,599",0.0040,
NGA19-5-20-1,20 May,2019,,,26,0,0.000,"200,963,599",0.0129,
NGA19-5-20-1,20 May,2019,Ebonyi,,16,,,"200,963,599",0.0080,
NGA19-5-20-1,20 May,2019,Katsina,,10,,,"200,963,599",0.0050,
NGA19-5-20-1,20 May,2019,Bayelsa,,16,0,0.000,"200,963,599",0.0080,
NGA19-5-27-1,27 May,2019,Bayelsa,Ogbia,7,,,"200,963,599",0.0035,
NGA19-5-27-2,27 May,2019,Bayelsa,Yenogoa,9,,,"200,963,599",0.0045,
NGA19-6-3-1,3 Jun,2019,,,15,0,0.000,"200,963,599",0.0075,
NGA19-6-4-1,4 Jun,2019,Adamawa,,12,,,"200,963,599",0.0060,
NGA19-6-5-1,5 Jun,2019,Bayelsa,,2,,,"200,963,599",0.0010,
NGA19-6-6-1,6 Jun,2019,Oyo,,1,,,"200,963,599",0.0005,
NGA19-6-8-1,8 Jun,2019,Bayelsa,,16,,,"200,963,599",0.0080,
NGA19-6-8-1,8 Jun,2019,Bayelsa,Yenogoa,9,,,"200,963,599",0.0045,
NGA19-6-8-1,8 Jun,2019,Bayelsa,Ogbia,7,,,"200,963,599",0.0035,
NGA19-6-10-1,10 Jun,2019,,,86,1,1.163,"200,963,599",0.0428,0.0005
NGA19-6-10-1,10 Jun,2019,Abia,,4,,,"200,963,599",0.0020,
NGA19-6-10-1,10 Jun,2019,Adamawa,,28,,,"200,963,599",0.0139,
NGA19-6-10-1,10 Jun,2019,Kano,,18,,,"200,963,599",0.0090,
NGA19-6-10-1,10 Jun,2019,Katsina,,36,,,"200,963,599",0.0179,
NGA19-6-17-1,17 Jun,2019,,,75,0,0.000,"200,963,599",0.0373,
NGA19-6-17-1,17 Jun,2019,Abia,,5,,,"200,963,599",0.0025,
NGA19-6-17-1,17 Jun,2019,Adamawa,,55,,,"200,963,599",0.0274,
NGA19-6-17-1,17 Jun,2019,Borno,,2,,,"200,963,599",0.0010,
NGA19-6-17-1,17 Jun,2019,Katsina,,13,,,"200,963,599",0.0065,
NGA19-6-18-1,18 Jun,2019,Adamawa,,91,1,1.099,"200,963,599",0.0453,0.0005
NGA19-6-18-1,18 Jun,2019,Adamawa,Yola North,57,1,1.754,"200,963,599",0.0284,0.0005
NGA19-6-18-1,18 Jun,2019,Adamawa,Yola South ,1,0,0.000,"200,963,599",0.0005,
NGA19-6-18-1,18 Jun,2019,Adamawa,Girei,33,0,0.000,"200,963,599",0.0164,
NGA19-6-22-1,22 Jun,2019,Adamawa,,28,,,"200,963,599",0.0139,
NGA19-6-22-1,22 Jun,2019,Abia,,4,,,"200,963,599",0.0020,
NGA19-6-22-1,22 Jun,2019,Kano,,18,,,"200,963,599",0.0090,
NGA19-6-22-1,22 Jun,2019,Katsina,,36,,,"200,963,599",0.0179,
NGA19-6-24-1,24 Jun,2019,,,64,1,1.563,"200,963,599",0.0318,0.0005
NGA19-6-24-1,24 Jun,2019,Adamawa,,40,,,"200,963,599",0.0199,
NGA19-6-24-1,24 Jun,2019,Katsina,,24,,,"200,963,599",0.0119,
NGA19-7-1-1,1 Jul,2019,,,82,1,1.220,"200,963,599",0.0408,0.0005
NGA19-7-1-1,1 Jul,2019,Adamawa,,60,,,"200,963,599",0.0299,
NGA19-7-1-1,1 Jul,2019,Bauchi,,2,,,"200,963,599",0.0010,
NGA19-7-1-1,1 Jul,2019,Katsina,,20,,,"200,963,599",0.0100,
NGA19-7-8-1,8 Jul,2019,,,114,0,0.000,"200,963,599",0.0567,
NGA19-7-8-1,8 Jul,2019,Adamawa,,63,,,"200,963,599",0.0313,
NGA19-7-8-1,8 Jul,2019,Adamawa,Girei,15,,,"200,963,599",0.0075,
NGA19-7-8-1,8 Jul,2019,Adamawa,Yola North,7,,,"200,963,599",0.0035,
NGA19-7-8-1,8 Jul,2019,Adamawa,Yola South ,18,,,"200,963,599",0.0090,
NGA19-7-8-1,8 Jul,2019,Borno,,48,,,"200,963,599",0.0239,
NGA19-7-8-1,8 Jul,2019,Kano,,3,,,"200,963,599",0.0015,
NGA19-7-15-1,15 Jul,2019,,,225,2,0.889,"200,963,599",0.1120,0.0010
NGA19-7-15-1,15 Jul,2019,Abia,,1,,,"200,963,599",0.0005,
NGA19-7-15-1,15 Jul,2019,Adamawa,,94,,,"200,963,599",0.0468,
NGA19-7-15-1,15 Jul,2019,Bayelsa,,1,,,"200,963,599",0.0005,
NGA19-7-15-1,15 Jul,2019,Borno,,124,,,"200,963,599",0.0617,
NGA19-7-15-1,15 Jul,2019,Katsina,,5,,,"200,963,599",0.0025,
NGA19-7-22-1,22 Jul,2019,,,192,0,0.000,"200,963,599",0.0955,
NGA19-7-22-1,22 Jul,2019,Adamawa,,75,,,"200,963,599",0.0373,
NGA19-7-22-1,22 Jul,2019,Borno,,104,,,"200,963,599",0.0518,
NGA19-7-22-1,22 Jul,2019,Kano,,2,,,"200,963,599",0.0010,
NGA19-7-22-1,22 Jul,2019,Katsina,,11,,,"200,963,599",0.0055,
NGA19-7-29-1,29 Jul,2019,Adamawa,,83,0,0.000,"200,963,599",0.0413,
NGA19-8-1-1,1 Aug,2019,Adamawa,,665,4,0.602,"200,963,599",0.3309,0.0020
NGA19-8-5-1,5 Aug,2019,Adamawa,,72,0,0.000,"200,963,599",0.0358,
NGA19-8-12-1,12 Aug,2019,,,57,0,0.000,"200,963,599",0.0284,
NGA19-8-12-1,12 Aug,2019,Adamawa,,55,,,"200,963,599",0.0274,
NGA19-8-12-1,12 Aug,2019,Katsina,,2,,,"200,963,599",0.0010,
NGA19-8-19-1,19 Aug,2019,Adamawa,,49,0,0.000,"200,963,599",0.0244,
NGA19-8-19-1,19 Aug,2019,Adamawa,Girie,6,,,"200,963,599",0.0030,
NGA19-8-19-1,19 Aug,2019,Adamawa,Yola North,34,,,"200,963,599",0.0169,
NGA19-8-19-1,19 Aug,2019,Adamawa,Yola South ,9,,,"200,963,599",0.0045,
NGA19-8-26-1,26 Aug,2019,,,33,0,0.000,"200,963,599",0.0164,
NGA19-8-26-1,26 Aug,2019,Adamawa,,24,,,"200,963,599",0.0119,
NGA19-8-26-1,26 Aug,2019,Borno,,9,,,"200,963,599",0.0045,
NGA19-9-2-1,2 Sep,2019,,,36,0,0.000,"200,963,599",0.0179,
NGA19-9-2-1,2 Sep,2019,Adamawa,,25,,,"200,963,599",0.0124,
NGA19-9-2-1,2 Sep,2019,Bayelsa,,3,,,"200,963,599",0.0015,
NGA19-9-2-1,2 Sep,2019,Borno,,8,,,"200,963,599",0.0040,
NGA19-9-9-1,9 Sep,2019,,,21,0,0.000,"200,963,599",0.0104,
NGA19-9-9-1,9 Sep,2019,Adamawa,,20,,,"200,963,599",0.0100,
NGA19-9-9-1,9 Sep,2019,Borno,,1,,,"200,963,599",0.0005,
NGA19-9-15-1,15 Sep,2019,Adamawa,,757,4,0.528,"200,963,599",0.3767,0.0020
NGA19-9-16-1,16 Sep,2019,,,32,0,0.000,"200,963,599",0.0159,
NGA19-9-16-1,16 Sep,2019,Adamawa,,21,,,"200,963,599",0.0104,
NGA19-9-16-1,16 Sep,2019,Borno,,11,,,"200,963,599",0.0055,
NGA19-9-23-1,23 Sep,2019,,,31,0,0.000,"200,963,599",0.0154,
NGA19-9-23-1,23 Sep,2019,Adamawa,,10,,,"200,963,599",0.0050,
NGA19-9-23-1,23 Sep,2019,Borno,,21,,,"200,963,599",0.0104,
NGA19-9-30-1,30 Sep,2019,,,24,0,0.000,"200,963,599",0.0119,
NGA19-9-30-1,30 Sep,2019,Adamawa,,1,,,"200,963,599",0.0005,
NGA19-9-30-1,30 Sep,2019,Borno,,23,,,"200,963,599",0.0114,
NGA19-10-7-1,7 Oct,2019,,,15,0,0.000,"200,963,599",0.0075,
NGA19-10-7-1,7 Oct,2019,Adamawa,,7,,,"200,963,599",0.0035,
NGA19-10-7-1,7 Oct,2019,Borno,,8,,,"200,963,599",0.0040,
NGA19-10-14-1,14 Oct,2019,,,23,0,0.000,"200,963,599",0.0114,
NGA19-10-14-1,14 Oct,2019,Abia,,1,,,"200,963,599",0.0005,
NGA19-10-14-1,14 Oct,2019,Adamawa,,11,,,"200,963,599",0.0055,
NGA19-10-14-1,14 Oct,2019,Borno,,11,,,"200,963,599",0.0055,
NGA19-10-21-1,21 Oct,2019,,,25,0,0.000,"200,963,599",0.0124,
NGA19-10-21-1,21 Oct,2019,Abia,,1,,,"200,963,599",0.0005,
NGA19-10-21-1,21 Oct,2019,Adamawa,,7,,,"200,963,599",0.0035,
NGA19-10-21-1,21 Oct,2019,Borno,,16,,,"200,963,599",0.0080,
NGA19-10-21-1,21 Oct,2019,Lagos,,1,,,"200,963,599",0.0005,
NGA19-10-26-1,26 Oct,2019,Adamawa,,787,4,0.508,"200,963,599",0.3916,0.0020
NGA19-10-26-1,26 Oct,2019,Adamawa,Yola North,481,2,0.416,"200,963,599",0.2393,0.0010
NGA19-10-26-1,26 Oct,2019,Adamawa,Girei,193,1,0.518,"200,963,599",0.0960,0.0005
NGA19-10-26-1,26 Oct,2019,Adamawa,Yola South ,112,1,0.893,"200,963,599",0.0557,0.0005
NGA19-10-26-1,26 Oct,2019,Adamawa,Song,1,0,0.000,"200,963,599",0.0005,
NGA19-10-26-2,26 Oct,2019,Borno,,11,,,"200,963,599",0.0055,
NGA19-10-26-2,26 Oct,2019,Adamawa,,11,,,"200,963,599",0.0055,
NGA19-10-26-2,26 Oct,2019,Abia,,1,,,"200,963,599",0.0005,
NGA19-10-28-1,28 Oct,2019,Adamawa,,5,0,0.000,"200,963,599",0.0025,
NGA19-11-4-1,4 Nov,2019,,,33,0,0.000,"200,963,599",0.0164,
NGA19-11-11-1,11 Nov,2019,,,34,0,0.000,"200,963,599",0.0169,
NGA19-11-11-1,11 Nov,2019,Abia,,1,,,"200,963,599",0.0005,
NGA19-11-11-1,11 Nov,2019,Adamawa,,8,,,"200,963,599",0.0040,
NGA19-11-11-1,11 Nov,2019,Borno,,4,,,"200,963,599",0.0020,
NGA19-11-11-1,11 Nov,2019,Lagos,,21,,,"200,963,599",0.0104,
NGA19-11-18-1,18 Nov,2019,,,4,0,0.000,"200,963,599",0.0020,
NGA19-11-18-1,18 Nov,2019,Abia,,1,,0.000,"200,963,599",0.0005,
NGA19-11-18-1,18 Nov,2019,Adamawa,,3,,0.000,"200,963,599",0.0015,
NGA19-11-25-1,25 Nov,2019,,,14,1,7.143,"200,963,599",0.0070,0.0005
NGA19-11-25-1,25 Nov,2019,Adamawa,,5,,,"200,963,599",0.0025,
NGA19-11-25-1,25 Nov,2019,Borno,,2,,,"200,963,599",0.0010,
NGA19-11-25-1,25 Nov,2019,Ogun,,7,,,"200,963,599",0.0035,
NGA19-12-2-1,2 Dec,2019,,,60,11,18.333,"200,963,599",0.0299,0.0055
NGA19-12-2-1,2 Dec,2019,Adamawa,,2,,,"200,963,599",0.0010,
NGA19-12-2-1,2 Dec,2019,Ogun,,2,,,"200,963,599",0.0010,
NGA19-12-2-1,2 Dec,2019,Rivers,,56,,,"200,963,599",0.0279,
NGA19-12-9-1,9 Dec,2019,Ogun,Abeokuta North,5,0,0.000,"200,963,599",0.0025,
NGA19-12-23-1,23 Dec,2019,,,9,0,0.000,"200,963,599",0.0045,
NGA19-12-23-1,23 Dec,2019,Adamawa,,5,,,"200,963,599",0.0025,
NGA19-12-23-1,23 Dec,2019,Kaduna,,4,,,"200,963,599",0.0020,
NGA19-12-30-1,30 Dec,2019,,,33,2,6.061,"200,963,599",0.0164,0.0010
NGA19-12-30-1,30 Dec,2019,Bayelsa,,25,,,"200,963,599",0.0124,
NGA19-12-30-1,30 Dec,2019,Kebbi,,8,,,"200,963,599",0.0040,
NGA20-1-6-1,6 Jan,2020,,,19,4,21.053,"206,139,589",0.0092,0.0019
NGA20-1-6-1,6 Jan,2020,Bayelsa,,3,,,"206,139,589",0.0015,
NGA20-1-6-1,6 Jan,2020,Ebonyi,,5,,,"206,139,589",0.0024,
NGA20-1-6-1,6 Jan,2020,Kebbi,,11,,,"206,139,589",0.0053,
NGA20-1-13-1,13 Jan,2020,,,20,0,0.000,"206,139,589",0.0097,
NGA20-1-13-1,13 Jan,2020,Bayelsa,,17,,,"206,139,589",0.0082,
NGA20-1-13-1,13 Jan,2020,Kebbi,,2,,,"206,139,589",0.0010,
NGA20-1-13-1,13 Jan,2020,Ogun,,1,,,"206,139,589",0.0005,
NGA20-1-20-1,20 Jan,2020,,,74,4,5.405,"206,139,589",0.0359,0.0019
NGA20-1-20-1,20 Jan,2020,Bayelsa,,3,,,"206,139,589",0.0015,
NGA20-1-20-1,20 Jan,2020,Ebonyi,,69,,,"206,139,589",0.0335,
NGA20-1-20-1,20 Jan,2020,Kebbi,,2,,,"206,139,589",0.0010,
NGA20-1-27-1,27 Jan,2020,Ebonyi,,198,8,4.040,"206,139,589",0.0961,0.0039
NGA20-1-27-1,27 Jan,2020,Ebonyi,Abakaliki,105,,,"206,139,589",0.0509,
NGA20-1-27-1,27 Jan,2020,Ebonyi,Ebonyi,12,,,"206,139,589",0.0058,
NGA20-1-27-1,27 Jan,2020,Ebonyi,Ivo,48,,,"206,139,589",0.0233,
NGA20-1-27-1,27 Jan,2020,Ebonyi,Ohaukwu,18,,,"206,139,589",0.0087,
NGA20-1-27-1,27 Jan,2020,Ebonyi,Onicha,15,,,"206,139,589",0.0073,
NGA20-2-3-1,3 Feb,2020,Ebonyi,,257,4,1.556,"206,139,589",0.1247,0.0019
NGA20-2-3-1,3 Feb,2020,Ebonyi,Abakaliki,61,,,"206,139,589",0.0296,
NGA20-2-3-1,3 Feb,2020,Ebonyi,Afikpo North,82,,,"206,139,589",0.0398,
NGA20-2-3-1,3 Feb,2020,Ebonyi,Ezza South,2,,,"206,139,589",0.0010,
NGA20-2-3-1,3 Feb,2020,Ebonyi,Ivo,66,,,"206,139,589",0.0320,
NGA20-2-3-1,3 Feb,2020,Ebonyi,Izzi,44,,,"206,139,589",0.0213,
NGA20-2-3-1,3 Feb,2020,Ebonyi,Ohaukwu,2,,,"206,139,589",0.0010,
NGA20-2-17-1,17 Feb,2020,Anambra,,1,0,0.000,"206,139,589",0.0005,
NGA20-3-9-1,9 Mar,2020,Abia,Isiala-Ngwa North,7,0,0.000,"206,139,589",0.0034,
NGA20-3-13-1,13 Mar,2020,,,6,0,0.000,"206,139,589",0.0029,
NGA20-3-13-1,13 Mar,2020,Kano,,4,,,"206,139,589",0.0019,
NGA20-3-13-1,13 Mar,2020,Katsina,,1,,,"206,139,589",0.0005,
NGA20-3-13-1,13 Mar,2020,Kogi,,1,,,"206,139,589",0.0005,
NGA20-3-30-1,30 Mar,2020,Katsina,Katsina,7,0,0.000,"206,139,589",0.0034,
NGA20-4-20-1,20 Apr,2020,,,97,14,14.433,"206,139,589",0.0471,0.0068
NGA20-4-20-1,20 Apr,2020,Ebonyi,,87,,,"206,139,589",0.0422,
NGA20-4-20-1,20 Apr,2020,Taraba,,10,,,"206,139,589",0.0049,
NGA20-4-26-1,26 Apr,2020,Ebonyi,,68,1,1.471,"206,139,589",0.0330,0.0005
NGA20-5-4-1,4 May,2020,Kebbi,Augie,1,0,0.000,"206,139,589",0.0005,
NGA20-5-18-1,18 May,2020,Kaduna,,1,0,0.000,"206,139,589",0.0005,
NGA20-6-21-1,21 Jun,2020,Bayelsa,,,5,,"206,139,589",0.0000,0.0024
NGA20-6-22-1,22 Jun,2020,,,9,0,0.000,"206,139,589",0.0044,
NGA20-6-22-1,22 Jun,2020,Bauchi,,7,,,"206,139,589",0.0034,
NGA20-6-22-1,22 Jun,2020,Borno,,2,,,"206,139,589",0.0010,
NGA20-6-29-1,29 Jun,2020,Bauchi,Zaki,10,0,0.000,"206,139,589",0.0049,
NGA20-7-6-1,6 Jul,2020,,,2,0,0.000,"206,139,589",0.0010,
NGA20-7-6-1,6 Jul,2020,Bayelsa,,1,,,"206,139,589",0.0005,
NGA20-7-6-1,6 Jul,2020,Kaduna,,1,,,"206,139,589",0.0005,
NGA20-7-13-1,13 Jul,2020,,,22,0,0.000,"206,139,589",0.0107,
NGA20-7-13-1,13 Jul,2020,Ebonyi,,19,,,"206,139,589",0.0092,
NGA20-7-13-1,13 Jul,2020,Lagos,,3,,,"206,139,589",0.0015,
NGA20-7-20-1,20 Jul,2020,,,38,3,7.895,"206,139,589",0.0184,0.0015
NGA20-7-20-1,20 Jul,2020,Borno,,2,,,"206,139,589",0.0010,
NGA20-7-20-1,20 Jul,2020,Kebbi,,36,,,"206,139,589",0.0175,
NGA20-7-27-1,27 Jul,2020,,,12,1,8.333,"206,139,589",0.0058,0.0005
NGA20-7-27-1,27 Jul,2020,Borno,,2,,,"206,139,589",0.0010,
NGA20-7-27-1,27 Jul,2020,Kebbi,,8,,,"206,139,589",0.0039,
NGA20-7-27-1,27 Jul,2020,Lagos,,2,,,"206,139,589",0.0010,
NGA20-8-3-1,3 Aug,2020,,,21,0,0.000,"206,139,589",0.0102,
NGA20-8-3-1,3 Aug,2020,Borno,,1,,,"206,139,589",0.0005,
NGA20-8-3-1,3 Aug,2020,Kebbi,,20,,,"206,139,589",0.0097,
NGA20-8-10-1,10 Aug,2020,,,10,0,0.000,"206,139,589",0.0049,
NGA20-8-10-1,10 Aug,2020,Borno,,1,,,"206,139,589",0.0005,
NGA20-8-10-1,10 Aug,2020,Kebbi,,9,,,"206,139,589",0.0044,
NGA20-8-17-1,17 Aug,2020,,,5,0,0.000,"206,139,589",0.0024,
NGA20-8-17-1,17 Aug,2020,Bauchi,,1,,,"206,139,589",0.0005,
NGA20-8-17-1,17 Aug,2020,Kebbi,,4,,,"206,139,589",0.0019,
NGA20-8-24-1,24 Aug,2020,,,9,0,0.000,"206,139,589",0.0044,
NGA20-8-24-1,24 Aug,2020,Bauchi,,1,,,"206,139,589",0.0005,
NGA20-8-24-1,24 Aug,2020,Kebbi,,8,,,"206,139,589",0.0039,
NGA20-8-31-1,31 Aug,2020,,,20,2,10.000,"206,139,589",0.0097,0.0010
NGA20-8-31-1,31 Aug,2020,Bauchi,,1,,,"206,139,589",0.0005,
NGA20-8-31-1,31 Aug,2020,Borno,,7,,,"206,139,589",0.0034,
NGA20-8-31-1,31 Aug,2020,Kebbi,,12,,,"206,139,589",0.0058,
NGA20-9-7-1,7 Sep,2020,Kano,Madobi,3,1,33.333,"206,139,589",0.0015,0.0005
NGA20-9-14-1,14 Sep,2020,Kebbi,,21,1,4.762,"206,139,589",0.0102,0.0005
NGA20-9-14-1,14 Sep,2020,Kebbi,Bagudo,9,,,"206,139,589",0.0044,
NGA20-9-14-1,14 Sep,2020,Kebbi,Sakaba,12,,,"206,139,589",0.0058,
NGA20-9-21-1,21 Sep,2020,Katsina,Bakori,1,0,0.000,"206,139,589",0.0005,
NGA20-10-12-1,12 Oct,2020,,,103,11,10.680,"206,139,589",0.0500,0.0053
NGA20-10-12-1,12 Oct,2020,Bauchi,,13,,,"206,139,589",0.0063,
NGA20-10-12-1,12 Oct,2020,Enugu,,1,,,"206,139,589",0.0005,
NGA20-10-12-1,12 Oct,2020,Kebbi,,86,,,"206,139,589",0.0417,
NGA20-10-12-1,12 Oct,2020,Sokoto,,3,,,"206,139,589",0.0015,
NGA20-10-19-1,19 Oct,2020,,,48,0,0.000,"206,139,589",0.0233,
NGA20-10-19-1,19 Oct,2020,Bayelsa,,1,,,"206,139,589",0.0005,
NGA20-10-19-1,19 Oct,2020,Kebbi,,1,,,"206,139,589",0.0005,
NGA20-10-19-1,19 Oct,2020,Kwara,,1,,,"206,139,589",0.0005,
NGA20-10-19-1,19 Oct,2020,Ondo,,3,,,"206,139,589",0.0015,
NGA20-10-19-1,19 Oct,2020,Sokoto,,42,,,"206,139,589",0.0204,
